ADM3_PCODE,ADM3_EN,admin3AltName1_en,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,Total,Male,Female,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65plus,M_00_04,M_05_09,M_10_14,M_15_17,M_18_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65plus,F_00_04,F_05_09,F_10_14,F_15_17,F_18_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65plus
ET041210,Moyale (OR),,Borena,ET0412,Oromia,ET04,Ethiopia,ET,39952.00,20312.00,19639.00,6401.00,6831.00,6345.00,2995.00,1122.00,2632.00,2565.00,2093.00,2280.00,1545.00,1172.00,981.00,774.00,705.00,1510.00,3373.00,3600.00,3232.00,1630.00,610.00,1306.00,1145.00,971.00,1072.00,783.00,582.00,452.00,434.00,351.00,772.00,3028.00,3231.00,3114.00,1365.00,511.00,1326.00,1420.00,1122.00,1209.00,761.00,590.00,529.00,341.00,354.00,738.00
ET041211,Dire,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,53659.00,26700.00,26959.00,8031.00,8569.00,8009.00,4244.00,1590.00,4154.00,4064.00,3007.00,3148.00,2064.00,1578.00,1299.00,998.00,924.00,1981.00,4143.00,4421.00,3977.00,2195.00,823.00,1959.00,1886.00,1443.00,1491.00,1039.00,783.00,586.00,544.00,447.00,963.00,3887.00,4148.00,4032.00,2048.00,767.00,2195.00,2177.00,1564.00,1657.00,1024.00,795.00,713.00,454.00,478.00,1018.00
ET041212,Teltale,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,78670.00,39931.00,38739.00,12160.00,12975.00,12087.00,6077.00,2276.00,5673.00,5536.00,4273.00,4555.00,3033.00,2311.00,1915.00,1493.00,1370.00,2936.00,6400.00,6829.00,6137.00,3246.00,1216.00,2761.00,2555.00,2041.00,2173.00,1548.00,1159.00,882.00,831.00,679.00,1476.00,5760.00,6145.00,5951.00,2832.00,1061.00,2912.00,2981.00,2232.00,2382.00,1485.00,1153.00,1033.00,661.00,691.00,1460.00
ET041216,Miyo,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,57641.00,27997.00,29644.00,8858.00,9452.00,8823.00,4459.00,1670.00,4206.00,4111.00,3150.00,3350.00,2221.00,1694.00,1408.00,1087.00,1004.00,2150.00,4472.00,4772.00,4289.00,2278.00,853.00,1948.00,1811.00,1440.00,1527.00,1085.00,813.00,618.00,582.00,475.00,1032.00,4385.00,4680.00,4534.00,2181.00,817.00,2258.00,2300.00,1710.00,1823.00,1135.00,881.00,790.00,505.00,528.00,1118.00
ET041219,Dilo,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,16958.00,8409.00,8549.00,2715.00,2897.00,2693.00,1269.00,475.00,1118.00,1092.00,890.00,970.00,656.00,498.00,417.00,328.00,299.00,641.00,1397.00,1490.00,1338.00,675.00,253.00,541.00,474.00,402.00,444.00,324.00,241.00,187.00,180.00,145.00,319.00,1318.00,1406.00,1355.00,594.00,223.00,577.00,618.00,488.00,526.00,331.00,257.00,230.00,148.00,154.00,321.00
ET041220,Dhas,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,26922.00,13178.00,13744.00,4308.00,4596.00,4276.00,2013.00,754.00,1775.00,1736.00,1415.00,1541.00,1041.00,791.00,664.00,520.00,476.00,1017.00,2189.00,2335.00,2097.00,1057.00,396.00,847.00,743.00,630.00,695.00,508.00,378.00,293.00,281.00,228.00,501.00,2119.00,2261.00,2179.00,956.00,358.00,928.00,994.00,785.00,846.00,533.00,413.00,370.00,238.00,248.00,517.00
ET041223,Gomole,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,31714.00,16480.00,15234.00,5086.00,5427.00,5037.00,2381.00,892.00,2088.00,2030.00,1658.00,1807.00,1226.00,930.00,777.00,616.00,559.00,1199.00,2737.00,2920.00,2622.00,1322.00,495.00,1060.00,929.00,788.00,869.00,636.00,472.00,367.00,352.00,285.00,626.00,2349.00,2506.00,2415.00,1059.00,397.00,1028.00,1102.00,870.00,937.00,591.00,458.00,410.00,264.00,274.00,573.00
ET041290,Guchi,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,23191.00,11904.00,11287.00,3717.00,3966.00,3683.00,1740.00,652.00,1527.00,1487.00,1214.00,1323.00,897.00,680.00,569.00,450.00,409.00,876.00,1977.00,2110.00,1894.00,955.00,358.00,765.00,671.00,569.00,628.00,459.00,341.00,265.00,254.00,206.00,452.00,1740.00,1857.00,1789.00,785.00,294.00,762.00,816.00,645.00,695.00,438.00,339.00,304.00,196.00,203.00,424.00
ET041291,Dubluk,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,31572.00,16444.00,15128.00,5063.00,5403.00,5015.00,2371.00,888.00,2078.00,2021.00,1650.00,1799.00,1221.00,926.00,773.00,613.00,557.00,1193.00,2731.00,2914.00,2616.00,1319.00,494.00,1057.00,927.00,786.00,868.00,634.00,471.00,366.00,351.00,284.00,625.00,2332.00,2489.00,2398.00,1052.00,394.00,1021.00,1094.00,864.00,931.00,587.00,455.00,408.00,262.00,273.00,569.00
ET041295,Elwaya,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,31779.00,16247.00,15532.00,5093.00,5434.00,5047.00,2383.00,893.00,2093.00,2039.00,1664.00,1813.00,1229.00,932.00,780.00,616.00,561.00,1201.00,2698.00,2879.00,2585.00,1303.00,488.00,1045.00,916.00,777.00,857.00,627.00,466.00,361.00,347.00,281.00,617.00,2395.00,2555.00,2462.00,1080.00,405.00,1048.00,1123.00,887.00,956.00,602.00,467.00,418.00,269.00,280.00,584.00
ET041296,Yabelo town,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,31950.00,16907.00,15043.00,3530.00,3767.00,3610.00,3036.00,1137.00,3846.00,3793.00,2227.00,2055.00,1206.00,947.00,721.00,508.00,497.00,1068.00,1948.00,2079.00,1887.00,1513.00,567.00,1803.00,2082.00,1301.00,1135.00,680.00,537.00,351.00,284.00,248.00,492.00,1582.00,1688.00,1723.00,1523.00,570.00,2043.00,1712.00,926.00,920.00,526.00,410.00,370.00,224.00,249.00,577.00
ET041298,Wachile,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,30052.00,13902.00,16150.00,4799.00,5120.00,4772.00,2238.00,838.00,1984.00,1951.00,1587.00,1727.00,1162.00,884.00,744.00,577.00,531.00,1135.00,2309.00,2464.00,2212.00,1115.00,418.00,894.00,783.00,664.00,733.00,536.00,398.00,309.00,297.00,240.00,528.00,2490.00,2657.00,2560.00,1123.00,421.00,1090.00,1168.00,923.00,994.00,626.00,485.00,435.00,280.00,291.00,607.00
ET041301,Ameya,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,172367.00,86404.00,85963.00,27033.00,28845.00,26853.00,13144.00,4924.00,11992.00,11704.00,9231.00,9928.00,6653.00,5061.00,4217.00,3296.00,3020.00,6467.00,14061.00,15003.00,13478.00,6985.00,2617.00,5796.00,5249.00,4296.00,4641.00,3342.00,2494.00,1914.00,1819.00,1479.00,3231.00,12971.00,13841.00,13375.00,6160.00,2307.00,6196.00,6455.00,4936.00,5288.00,3311.00,2568.00,2303.00,1477.00,1540.00,3236.00
ET041302,Wenchi,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,132013.00,65761.00,66252.00,20961.00,22366.00,20806.00,9954.00,3729.00,8894.00,8687.00,6987.00,7571.00,5102.00,3876.00,3242.00,2541.00,2324.00,4974.00,10831.00,11558.00,10379.00,5293.00,1982.00,4303.00,3824.00,3194.00,3495.00,2539.00,1889.00,1461.00,1396.00,1133.00,2483.00,10130.00,10808.00,10427.00,4661.00,1746.00,4591.00,4863.00,3792.00,4076.00,2562.00,1986.00,1781.00,1145.00,1191.00,2492.00
ET041303,Waliso,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,196065.00,97365.00,98699.00,31152.00,33240.00,30923.00,14774.00,5534.00,13188.00,12876.00,10367.00,11242.00,7576.00,5756.00,4816.00,3774.00,3453.00,7391.00,16058.00,17135.00,15386.00,7832.00,2934.00,6354.00,5634.00,4718.00,5168.00,3759.00,2796.00,2163.00,2069.00,1678.00,3678.00,15094.00,16106.00,15537.00,6942.00,2600.00,6834.00,7242.00,5649.00,6073.00,3817.00,2960.00,2653.00,1706.00,1775.00,3713.00
ET041304,Dawo,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,102703.00,51734.00,50969.00,16105.00,17185.00,15996.00,7835.00,2935.00,7148.00,6976.00,5501.00,5915.00,3964.00,3016.00,2511.00,1964.00,1799.00,3853.00,8415.00,8979.00,8066.00,4183.00,1567.00,3473.00,3148.00,2574.00,2780.00,2001.00,1494.00,1146.00,1088.00,886.00,1934.00,7690.00,8205.00,7929.00,3652.00,1368.00,3674.00,3828.00,2927.00,3136.00,1963.00,1522.00,1365.00,875.00,913.00,1918.00
ET041305,Ilu,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,90379.00,45273.00,45105.00,13599.00,14511.00,13554.00,7133.00,2672.00,6931.00,6754.00,5028.00,5283.00,3475.00,2654.00,2189.00,1688.00,1560.00,3346.00,7087.00,7562.00,6799.00,3711.00,1390.00,3271.00,3119.00,2411.00,2511.00,1760.00,1324.00,995.00,928.00,761.00,1644.00,6513.00,6950.00,6755.00,3422.00,1282.00,3660.00,3635.00,2616.00,2772.00,1715.00,1331.00,1195.00,760.00,799.00,1702.00
ET041307,Kersana Malima,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,115430.00,58599.00,56831.00,17898.00,19097.00,17786.00,8891.00,3331.00,8258.00,8065.00,6254.00,6676.00,4452.00,3391.00,2812.00,2194.00,2013.00,4311.00,9415.00,10047.00,9027.00,4759.00,1783.00,4032.00,3719.00,2983.00,3181.00,2271.00,1698.00,1295.00,1223.00,997.00,2170.00,8482.00,9050.00,8759.00,4132.00,1547.00,4226.00,4346.00,3271.00,3495.00,2182.00,1693.00,1517.00,971.00,1015.00,2141.00
ET041308,Tole,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,88672.00,44557.00,44115.00,13937.00,14872.00,13841.00,6750.00,2528.00,6135.00,5988.00,4739.00,5103.00,3424.00,2604.00,2170.00,1698.00,1555.00,3329.00,7264.00,7751.00,6962.00,3600.00,1349.00,2979.00,2690.00,2208.00,2390.00,1723.00,1285.00,988.00,939.00,763.00,1669.00,6673.00,7120.00,6879.00,3150.00,1180.00,3156.00,3298.00,2532.00,2714.00,1700.00,1318.00,1182.00,759.00,791.00,1660.00
ET041309,Becho (SW Shewa),,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,109215.00,54801.00,54413.00,16169.00,17253.00,16136.00,8728.00,3269.00,8668.00,8449.00,6165.00,6421.00,4194.00,3209.00,2635.00,2022.00,1874.00,4022.00,8442.00,9008.00,8104.00,4517.00,1692.00,4073.00,3955.00,2998.00,3078.00,2135.00,1610.00,1201.00,1111.00,913.00,1966.00,7728.00,8246.00,8032.00,4211.00,1578.00,4595.00,4494.00,3168.00,3344.00,2058.00,1598.00,1434.00,910.00,960.00,2056.00
ET041310,Seden Sodo,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,108633.00,54152.00,54481.00,17124.00,18272.00,17007.00,8241.00,3087.00,7455.00,7285.00,5793.00,6249.00,4196.00,3191.00,2663.00,2082.00,1907.00,4082.00,8853.00,9446.00,8484.00,4370.00,1637.00,3599.00,3237.00,2670.00,2897.00,2094.00,1560.00,1201.00,1144.00,930.00,2032.00,8272.00,8826.00,8523.00,3870.00,1450.00,3856.00,4048.00,3124.00,3352.00,2102.00,1630.00,1462.00,938.00,977.00,2050.00
ET041311,Woliso town,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,69290.00,33984.00,35306.00,7629.00,8141.00,7838.00,6615.00,2478.00,8420.00,8202.00,4788.00,4441.00,2602.00,2042.00,1575.00,1097.00,1082.00,2342.00,3917.00,4179.00,3794.00,3041.00,1139.00,3624.00,4184.00,2615.00,2281.00,1367.00,1080.00,706.00,571.00,499.00,988.00,3713.00,3961.00,4044.00,3574.00,1339.00,4795.00,4017.00,2173.00,2160.00,1235.00,963.00,869.00,526.00,584.00,1354.00
ET041312,Goro (SW Shewa),,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,64847.00,32410.00,32437.00,10045.00,10718.00,9989.00,4998.00,1872.00,4654.00,4536.00,3512.00,3751.00,2500.00,1904.00,1582.00,1231.00,1131.00,2424.00,5218.00,5568.00,5003.00,2630.00,985.00,2221.00,2042.00,1643.00,1756.00,1255.00,939.00,716.00,677.00,552.00,1202.00,4827.00,5150.00,4986.00,2369.00,887.00,2433.00,2493.00,1868.00,1995.00,1245.00,965.00,866.00,554.00,579.00,1223.00
ET041314,Sodo Daci,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,61792.00,31225.00,30567.00,9649.00,10296.00,9586.00,4732.00,1773.00,4347.00,4241.00,3323.00,3564.00,2384.00,1814.00,1509.00,1179.00,1081.00,2315.00,5058.00,5398.00,4849.00,2529.00,947.00,2114.00,1927.00,1565.00,1684.00,1209.00,903.00,691.00,655.00,534.00,1164.00,4591.00,4899.00,4737.00,2205.00,825.00,2233.00,2314.00,1757.00,1880.00,1176.00,912.00,818.00,524.00,547.00,1151.00
ET041401,Uraga,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,163050.00,81350.00,81701.00,25361.00,27061.00,25213.00,12510.00,4686.00,11568.00,11304.00,8809.00,9426.00,6290.00,4790.00,3983.00,3101.00,2848.00,6099.00,13125.00,14004.00,12582.00,6597.00,2471.00,5552.00,5092.00,4110.00,4402.00,3150.00,2355.00,1799.00,1703.00,1388.00,3022.00,12238.00,13057.00,12630.00,5913.00,2215.00,6015.00,6212.00,4699.00,5025.00,3139.00,2435.00,2184.00,1399.00,1461.00,3077.00
ET041402,Bore,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,166202.00,82965.00,83237.00,25779.00,27507.00,25633.00,12780.00,4787.00,11869.00,11603.00,9006.00,9620.00,6411.00,4883.00,4057.00,3156.00,2900.00,6210.00,13343.00,14238.00,12793.00,6736.00,2524.00,5698.00,5248.00,4215.00,4501.00,3214.00,2404.00,1833.00,1733.00,1413.00,3075.00,12436.00,13270.00,12840.00,6044.00,2264.00,6172.00,6355.00,4790.00,5119.00,3196.00,2479.00,2223.00,1424.00,1488.00,3136.00
ET041403,Adola,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,154186.00,77940.00,76247.00,24700.00,26356.00,24489.00,11554.00,4328.00,10158.00,9906.00,8081.00,8804.00,5962.00,4525.00,3788.00,2987.00,2722.00,5827.00,12944.00,13812.00,12401.00,6253.00,2342.00,5011.00,4392.00,3725.00,4112.00,3006.00,2233.00,1734.00,1664.00,1348.00,2960.00,11756.00,12544.00,12088.00,5301.00,1986.00,5147.00,5513.00,4356.00,4692.00,2956.00,2292.00,2054.00,1322.00,1374.00,2867.00
ET041404,Wadera,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,72814.00,36734.00,36080.00,11229.00,11982.00,11166.00,5632.00,2110.00,5277.00,5152.00,3964.00,4220.00,2807.00,2139.00,1773.00,1380.00,1267.00,2716.00,5876.00,6270.00,5635.00,2988.00,1119.00,2549.00,2365.00,1885.00,2001.00,1425.00,1066.00,811.00,764.00,624.00,1356.00,5353.00,5711.00,5531.00,2644.00,991.00,2728.00,2787.00,2080.00,2218.00,1383.00,1073.00,962.00,615.00,644.00,1359.00
ET041405,Odo Shakiso,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,132521.00,68259.00,64261.00,21244.00,22668.00,21049.00,9944.00,3725.00,8726.00,8494.00,6933.00,7556.00,5124.00,3887.00,3250.00,2572.00,2338.00,5009.00,11337.00,12097.00,10860.00,5476.00,2051.00,4389.00,3847.00,3263.00,3601.00,2633.00,1956.00,1519.00,1458.00,1181.00,2593.00,9908.00,10572.00,10188.00,4468.00,1674.00,4338.00,4647.00,3671.00,3954.00,2491.00,1932.00,1731.00,1114.00,1158.00,2416.00
ET041407,Liben,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,94334.00,47327.00,47006.00,14981.00,15985.00,14867.00,7119.00,2667.00,6359.00,6201.00,4988.00,5406.00,3645.00,2769.00,2315.00,1817.00,1660.00,3555.00,7800.00,8324.00,7474.00,3808.00,1426.00,3092.00,2746.00,2296.00,2514.00,1827.00,1359.00,1051.00,1006.00,815.00,1787.00,7181.00,7662.00,7393.00,3312.00,1241.00,3266.00,3456.00,2691.00,2892.00,1818.00,1409.00,1263.00,812.00,844.00,1768.00
ET041408,Dama,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,88355.00,43502.00,44852.00,14009.00,14948.00,13912.00,6664.00,2496.00,5971.00,5836.00,4684.00,5073.00,3414.00,2595.00,2171.00,1698.00,1555.00,3328.00,7160.00,7641.00,6861.00,3501.00,1311.00,2851.00,2536.00,2117.00,2313.00,1680.00,1250.00,966.00,923.00,750.00,1641.00,6849.00,7307.00,7050.00,3161.00,1185.00,3121.00,3300.00,2568.00,2760.00,1734.00,1344.00,1206.00,774.00,806.00,1687.00
ET041410,Girja /Harenfema,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,70165.00,35032.00,35133.00,11146.00,11893.00,11062.00,5289.00,1981.00,4722.00,4612.00,3712.00,4023.00,2712.00,2060.00,1723.00,1351.00,1235.00,2644.00,5772.00,6158.00,5530.00,2819.00,1056.00,2292.00,2036.00,1701.00,1862.00,1353.00,1006.00,778.00,744.00,604.00,1323.00,5374.00,5735.00,5533.00,2470.00,926.00,2430.00,2576.00,2011.00,2162.00,1359.00,1053.00,944.00,607.00,631.00,1322.00
ET041411,Ana Sora,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,128121.00,61183.00,66938.00,20342.00,21705.00,20219.00,9620.00,3604.00,8608.00,8440.00,6795.00,7367.00,4952.00,3765.00,3159.00,2458.00,2258.00,4829.00,10091.00,10767.00,9669.00,4922.00,1843.00,3992.00,3540.00,2964.00,3248.00,2363.00,1757.00,1359.00,1300.00,1054.00,2311.00,10250.00,10938.00,10550.00,4699.00,1760.00,4615.00,4900.00,3830.00,4119.00,2590.00,2008.00,1800.00,1157.00,1203.00,2517.00
ET041412,Saba Boru,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,72161.00,36431.00,35730.00,11380.00,12143.00,11297.00,5476.00,2051.00,4947.00,4835.00,3847.00,4148.00,2788.00,2119.00,1767.00,1385.00,1266.00,2711.00,5951.00,6349.00,5703.00,2941.00,1102.00,2425.00,2184.00,1798.00,1951.00,1409.00,1050.00,808.00,769.00,625.00,1366.00,5430.00,5794.00,5594.00,2535.00,950.00,2522.00,2650.00,2048.00,2199.00,1379.00,1069.00,959.00,616.00,642.00,1345.00
ET041413,Gora Dola,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,84339.00,40626.00,43713.00,13487.00,14391.00,13394.00,6299.00,2359.00,5563.00,5450.00,4439.00,4834.00,3262.00,2478.00,2082.00,1626.00,1490.00,3187.00,6747.00,7200.00,6464.00,3259.00,1221.00,2612.00,2289.00,1942.00,2144.00,1567.00,1164.00,904.00,868.00,703.00,1543.00,6740.00,7191.00,6930.00,3039.00,1138.00,2951.00,3161.00,2497.00,2690.00,1695.00,1314.00,1178.00,758.00,788.00,1643.00
ET041414,Negele town,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,64443.00,33021.00,31421.00,7110.00,7586.00,7285.00,6136.00,2298.00,7789.00,7641.00,4475.00,4138.00,2427.00,1906.00,1459.00,1023.00,1004.00,2165.00,3806.00,4061.00,3686.00,2955.00,1107.00,3522.00,4066.00,2541.00,2216.00,1328.00,1049.00,686.00,554.00,484.00,960.00,3304.00,3526.00,3599.00,3181.00,1192.00,4268.00,3575.00,1934.00,1922.00,1099.00,857.00,773.00,468.00,520.00,1205.00
ET041482,Aga Wayu,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,43612.00,23178.00,20434.00,6788.00,7243.00,6733.00,3359.00,1258.00,3095.00,3021.00,2354.00,2515.00,1684.00,1281.00,1058.00,834.00,760.00,1628.00,3725.00,3975.00,3571.00,1882.00,705.00,1594.00,1469.00,1179.00,1258.00,898.00,672.00,512.00,484.00,395.00,858.00,3064.00,3268.00,3161.00,1478.00,554.00,1501.00,1552.00,1175.00,1257.00,785.00,610.00,547.00,350.00,365.00,769.00
ET041490,Haro Walabu,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,92575.00,45965.00,46610.00,14820.00,15814.00,14703.00,6928.00,2595.00,6101.00,5961.00,4860.00,5293.00,3580.00,2718.00,2279.00,1790.00,1635.00,3498.00,7634.00,8146.00,7313.00,3688.00,1381.00,2955.00,2590.00,2197.00,2425.00,1773.00,1317.00,1023.00,982.00,795.00,1746.00,7186.00,7668.00,7390.00,3241.00,1214.00,3146.00,3370.00,2663.00,2868.00,1807.00,1401.00,1256.00,808.00,840.00,1752.00
ET041492,Adola town,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,41937.00,21067.00,20870.00,4623.00,4932.00,4742.00,3998.00,1498.00,5081.00,4969.00,2905.00,2691.00,1577.00,1238.00,951.00,665.00,654.00,1413.00,2428.00,2591.00,2352.00,1885.00,706.00,2247.00,2594.00,1621.00,1414.00,847.00,669.00,438.00,354.00,309.00,613.00,2195.00,2342.00,2390.00,2113.00,791.00,2835.00,2375.00,1284.00,1277.00,730.00,569.00,513.00,311.00,345.00,800.00
ET041497,Gumi Idalo,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,16849.00,8696.00,8153.00,2701.00,2882.00,2676.00,1265.00,474.00,1109.00,1080.00,881.00,961.00,652.00,494.00,413.00,327.00,297.00,637.00,1444.00,1541.00,1384.00,698.00,261.00,559.00,490.00,416.00,459.00,335.00,249.00,193.00,186.00,150.00,330.00,1257.00,1341.00,1293.00,567.00,212.00,550.00,590.00,466.00,502.00,316.00,245.00,220.00,141.00,147.00,307.00
ET041499,Shakiso town,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,53407.00,27510.00,25896.00,5894.00,6289.00,6037.00,5083.00,1904.00,6451.00,6334.00,3710.00,3431.00,2012.00,1580.00,1209.00,848.00,832.00,1793.00,3170.00,3383.00,3071.00,2462.00,922.00,2934.00,3387.00,2117.00,1847.00,1106.00,874.00,572.00,462.00,404.00,800.00,2723.00,2906.00,2966.00,2622.00,982.00,3517.00,2947.00,1594.00,1584.00,906.00,706.00,637.00,386.00,428.00,993.00
ET041501,Bule Hora,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,278186.00,137386.00,140800.00,43842.00,46781.00,43556.00,21095.00,7902.00,19098.00,18661.00,14836.00,16007.00,10743.00,8170.00,6824.00,5328.00,4885.00,10458.00,22477.00,23984.00,21541.00,11084.00,4152.00,9117.00,8190.00,6761.00,7345.00,5310.00,3958.00,3047.00,2903.00,2358.00,5159.00,21365.00,22797.00,22015.00,10011.00,3750.00,9982.00,10472.00,8074.00,8662.00,5433.00,4213.00,3777.00,2424.00,2527.00,5299.00
ET041502,Kercha,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,254245.00,126501.00,127744.00,39802.00,42471.00,39553.00,19401.00,7267.00,17756.00,17345.00,13647.00,14662.00,9813.00,7467.00,6222.00,4853.00,4452.00,9534.00,20550.00,21928.00,19698.00,10233.00,3833.00,8516.00,7732.00,6310.00,6804.00,4895.00,3653.00,2801.00,2660.00,2165.00,4725.00,19253.00,20543.00,19856.00,9169.00,3435.00,9240.00,9612.00,7337.00,7858.00,4919.00,3814.00,3420.00,2193.00,2288.00,4809.00
ET041509,Hambela Wamena,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,146643.00,72566.00,74077.00,23319.00,24882.00,23149.00,11034.00,4133.00,9835.00,9615.00,7753.00,8410.00,5668.00,4307.00,3605.00,2823.00,2583.00,5528.00,11970.00,12772.00,11469.00,5837.00,2187.00,4733.00,4197.00,3516.00,3852.00,2802.00,2084.00,1612.00,1542.00,1251.00,2742.00,11349.00,12109.00,11679.00,5197.00,1947.00,5101.00,5418.00,4238.00,4558.00,2867.00,2222.00,1992.00,1281.00,1332.00,2786.00
ET041513,Abaya,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,145633.00,72832.00,72801.00,22903.00,24438.00,22748.00,11077.00,4149.00,10060.00,9820.00,7779.00,8381.00,5623.00,4276.00,3566.00,2789.00,2554.00,5470.00,11886.00,12683.00,11392.00,5881.00,2204.00,4858.00,4380.00,3601.00,3902.00,2816.00,2099.00,1614.00,1536.00,1249.00,2729.00,11017.00,11756.00,11357.00,5195.00,1946.00,5202.00,5439.00,4178.00,4478.00,2807.00,2176.00,1952.00,1252.00,1305.00,2740.00
ET041515,Dugda Dawa,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,96892.00,48675.00,48217.00,15007.00,16013.00,14921.00,7466.00,2797.00,6949.00,6785.00,5254.00,5608.00,3736.00,2846.00,2363.00,1840.00,1689.00,3619.00,7821.00,8346.00,7499.00,3953.00,1480.00,3349.00,3088.00,2477.00,2642.00,1886.00,1410.00,1076.00,1016.00,828.00,1803.00,7186.00,7668.00,7422.00,3513.00,1316.00,3600.00,3697.00,2776.00,2965.00,1850.00,1435.00,1287.00,823.00,862.00,1817.00
ET041517,Gelana (West Guji),,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,100716.00,50536.00,50180.00,15810.00,16870.00,15703.00,7674.00,2875.00,6990.00,6824.00,5390.00,5800.00,3888.00,2958.00,2464.00,1927.00,1765.00,3780.00,8229.00,8781.00,7887.00,4084.00,1530.00,3386.00,3064.00,2510.00,2713.00,1955.00,1458.00,1119.00,1064.00,865.00,1891.00,7581.00,8090.00,7816.00,3589.00,1344.00,3604.00,3760.00,2880.00,3087.00,1934.00,1499.00,1345.00,862.00,899.00,1889.00
ET041518,Melka Soda,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,80870.00,40475.00,40396.00,12950.00,13818.00,12844.00,6056.00,2268.00,5329.00,5202.00,4242.00,4621.00,3127.00,2374.00,1989.00,1565.00,1428.00,3056.00,6722.00,7173.00,6440.00,3247.00,1216.00,2602.00,2281.00,1935.00,2136.00,1561.00,1160.00,901.00,864.00,700.00,1537.00,6228.00,6646.00,6404.00,2809.00,1052.00,2727.00,2921.00,2308.00,2486.00,1566.00,1214.00,1088.00,700.00,728.00,1519.00
ET041587,Bule Hora town,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,50836.00,26125.00,24710.00,5609.00,5985.00,5747.00,4839.00,1813.00,6142.00,6028.00,3531.00,3265.00,1915.00,1504.00,1151.00,807.00,792.00,1707.00,3011.00,3213.00,2916.00,2338.00,876.00,2786.00,3217.00,2010.00,1754.00,1051.00,830.00,543.00,439.00,383.00,760.00,2598.00,2773.00,2830.00,2502.00,937.00,3356.00,2812.00,1521.00,1511.00,864.00,674.00,608.00,368.00,409.00,947.00
ET041594,Suro Berguda,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,42937.00,21374.00,21563.00,6874.00,7335.00,6819.00,3214.00,1204.00,2830.00,2764.00,2253.00,2455.00,1660.00,1261.00,1057.00,830.00,758.00,1623.00,3550.00,3788.00,3401.00,1715.00,642.00,1374.00,1205.00,1022.00,1128.00,824.00,612.00,476.00,456.00,370.00,812.00,3324.00,3547.00,3419.00,1499.00,562.00,1455.00,1559.00,1232.00,1327.00,836.00,648.00,581.00,374.00,388.00,811.00
